,restaurant,entree,price,description,cuisine
20277,Memphis Sports Pub,Loaded Dog,$5.00,"Our 1/4 lb. beef hot dog, loaded with chili, cheese, onions, and jalapenos served with chips.",N/A
20278,Memphis Sports Pub,Plain Dog,$4.00,,N/A
20279,Memphis Sports Pub,House Special Salad,$3.75,"Fresh greens, tomatoes, onions, bacon, and cheese.",N/A
20280,Memphis Sports Pub,Chicken Salad,$7.99,"Fresh greens, tomatoes, onions, and cheese. Topped with sliced grilled or fried chicken breast.",N/A
20281,Memphis Sports Pub,Chicken Tender Basket,$7.25,"Crispy white meat tenders, with a side of golden fries served with dipping sauce or tossed in sauce.",N/A
20282,Memphis Sports Pub,Catfish Basket,$7.50,"Southern fried catfish, with a side of golden fries served with tartar sauce.",N/A
20283,Memphis Sports Pub,Coffee,$1.50,,N/A
20284,Memphis Sports Pub,Soft Drink,$1.85,,N/A
20285,Memphis Sports Pub,"7"" One Topping Pizza",$6.00,,N/A
20286,Memphis Sports Pub,"12"" One Topping Pizza",$9.00,,N/A
20287,Daylight Donuts,Chocolate Milk,$2.00,,N/A
20288,Daylight Donuts,Hot Chocolate (Large),$1.79,,N/A
20289,Daylight Donuts,Tea,$3.50,,N/A
20290,Daylight Donuts,Black Coffee (Large),$1.79,,N/A
20291,Daylight Donuts,Cake Donut Chocolate,$0.79,,N/A
20292,Daylight Donuts,Assorted Donut,$8.10,Served with cherry glaze.,N/A
20293,Daylight Donuts,"1 Reg Coffee, Any 2 Donuts",$6.50,,N/A
20294,Daylight Donuts,Fish in Spicy Sauce,$13.95,,N/A
20295,Daylight Donuts,"1 Dozen Glazed, 1 Dozen Assorted",$29.50,,N/A
20296,Poke Bros,Build Your Own Poke Bowl,$10.20,,N/A
20297,Poke Bros,Build Your Own Half and Half Poke Bowl,$13.80,,N/A
20298,Poke Bros,Build Your Own Vegetarian Poke Bowl,$10.20,,N/A
20299,Poke Bros,Johnny Utah (Salmon),$13.20,"Salmon, avocado, edamame, cucumber, masago (contains gluten), OG sauce (contains gluten), and sriracha aioli.",N/A
20300,Poke Bros,Da Kine (Tuna),$15.00,"Marinated tuna, sweet onion, seaweed salad (contains gluten), masago (contains gluten), green onion, OG sauce (contains gluten), and ponzu.",N/A
20301,Poke Bros,Hula (Shrimp),$12.60,"Shrimp, green onion, cucumber, crab stick (contains gluten), avocado, masago (contains gluten), OG sauce (contains gluten), coconut ginger, and sriracha aiolio.",N/A
20302,Poke Bros,The Duke (Mix),$15.60,"Tuna, salmon, shrimp, seaweed salad, jalapeno, sweet onion, edamame, cucumber, OG sauce (contains gluten), ponzu, and gochujang (contains gluten).",N/A
20303,Poke Bros,The Shaka (Chicken),$11.40,"Chicken, edamame, carrots, avocado, green onion, cucumber, crab stick (contains gluten), OG sauce, sweet soy (contains gluten), and sriracha aioli.",N/A
20304,Poke Bros,High Tide (Mix),$13.80,"Chicken, shrimp, edamame, carrots, pineapple, corn, green onion, cucumber, avocado, OG sauce (contains gluten), sweet soy (contains gluten), and sriracha aioli.",N/A
20305,Poke Bros,Spicy Kani Salad,$4.20,"Crab stick (contains gluten), cucumber, masago (contains gluten), and tempura flakes (contains gluten).",N/A
20306,Poke Bros,Seaweed Salad,$4.20,,N/A
20307,Poke Bros,Mochi Ice Cream (Pick Two),$4.20,"Green tea, vanilla chocolate chip, passion fruit, toasted coconut, belgian chocolate, strawberry, red bean, mango.",N/A
20308,Poke Bros,Mochi Ice Cream (Pick Three),$6.00,"Green tea, vanilla chocolate chip, passion fruit, toasted coconut, Belgian chocolate, strawberry, red bean, and mango.",N/A
20309,Taqueria Los Jarochos,Maxi Quesadilla,$7.99,,N/A
20310,Taqueria Los Jarochos,Big Tortas,$7.50,,N/A
20311,Taqueria Los Jarochos,Big Mexican Hamburgers,$7.99,,N/A
20312,Taqueria Los Jarochos,Asada Taco,$1.75,,N/A
20313,Taqueria Los Jarochos,Pollo Taco,$1.50,,N/A
20314,Taqueria Los Jarochos,Discada Taco,$1.50,,N/A
20315,Taqueria Los Jarochos,Pastor Taco,$1.50,,N/A
20316,Taqueria Los Jarochos,Chorizo Taco,$1.50,,N/A
20317,Taqueria Los Jarochos,Carnitas Taco,$1.50,,N/A
20318,Taqueria Los Jarochos,Barbacoa Taco,$1.50,,N/A
20319,Taqueria Los Jarochos,Asada Tortas,$8.00,,N/A
20320,Taqueria Los Jarochos,Cubana Tortas,$8.00,,N/A
20321,Taqueria Los Jarochos,Pollo Tortas,$7.50,,N/A
20322,Taqueria Los Jarochos,Discada Tortas,$7.50,,N/A
20323,Taqueria Los Jarochos,Pastor Tortas,$7.50,,N/A
20324,Taqueria Los Jarochos,Chorizo Tortas,$7.50,,N/A
20325,Taqueria Los Jarochos,Mix Tortas,$7.50,,N/A
20326,Taqueria Los Jarochos,Jamon Tortas,$7.50,,N/A
20327,Taqueria Los Jarochos,Asada Burrito,$8.00,,N/A
20328,Taqueria Los Jarochos,Especial Burrito,$8.50,,N/A
20329,Taqueria Los Jarochos,Pollo Burrito,$7.50,,N/A
20330,Taqueria Los Jarochos,Discada Burrito,$7.50,,N/A
20331,Taqueria Los Jarochos,Pastor Burrito,$7.50,,N/A
20332,Taqueria Los Jarochos,Mix Burrito,$7.50,,N/A
20333,Taqueria Los Jarochos,Maxi Quesadilla,$7.99,,N/A
20334,Taqueria Los Jarochos,Regular con Carne Quesadilla,$3.50,,N/A
20335,Taqueria Los Jarochos,Solo Queso Quesadilla,$3.00,,N/A
20336,Taqueria Los Jarochos,Arroz,$10.00,,N/A
20337,Taqueria Los Jarochos,Frijoles,$10.00,,N/A
20338,Taqueria Los Jarochos,Tortillas,$10.00,,N/A
20339,Taqueria Los Jarochos,Ensalada,$10.00,,N/A
20340,Taqueria Los Jarochos,Toreados,$10.00,,N/A
20341,Taqueria Los Jarochos,Combo 1,$7.00,"3 Tacos de pollo, arroz, frijoles and soda.",N/A
20342,Taqueria Los Jarochos,Combo 2,$8.00,"4 Tacos de pollo, arroz, frijoles and soda.",N/A
20343,Taqueria Los Jarochos,Combo 3,$9.00,"5 Tacos de pollo, arroz, frijoles and soda.",N/A
20344,The Bluff,Crawfish Cakes,$10.00,House made crawfish tail cakes.,N/A
20345,The Bluff,Boudin Balls,$10.00,House made with fresh boudin.,N/A
20346,The Bluff,Fried Green Tomatoes,$8.00,Slap ya mama good.,N/A
20347,The Bluff,Red Beans and Rice,,Served with Andouille sausage.,N/A
20348,The Bluff,Chicken and Sausage Gumbo,,Made fresh daily.,N/A
20349,The Bluff,Shrimp Etouffee,,Creole style over rice.,N/A
20350,The Bluff,Side Salad,$5.00,"Romaine, cheese, tomato, and croutons.",N/A
20351,The Bluff,The Breaux Bridge Salad,$12.00,"Grilled shrimp, romaine, mushrooms, bell pepper, cheese, croutons, tomato.",N/A
20352,The Bluff,Terre Poulet Salad,$10.00,"Chicken, romaine, mushrooms, bell pepper, cheese, croutons, and tomato.",N/A
20353,The Bluff,Bluff Signature Shrimp Poboy,$14.00,"Classic New Orleans style dressing with lettuce, tomato, pickle, and mayo.",N/A
20354,The Bluff,Bluff Signature  MS Farm Raised Catfish Poboy,$14.00,"Classic New Orleans style dressing with lettuce, tomato, pickle, and mayo.",N/A
20355,The Bluff,Bluff Signature Crawfish Poboy,$14.00,"Classic New Orleans style dressing with lettuce, tomato, pickle, and mayo.",N/A
20356,The Bluff,Bluff Signature Oyster Poboy,$14.00,"Classic New Orleans style dressing with lettuce, tomato, pickle, and mayo.",N/A
20357,The Bluff,Vegetarian Poboy,$11.00,"Mushroom, bell pepper, onion, lettuce, tomato, pickle, mayo.",N/A
20358,The Bluff,The Classic Burger,$10.00,"Lettuce, tomato, pickle, and onion. Add bacon and cheese for an extra charge. ",N/A
20359,The Bluff,French Toast,$8.00,3 pieces of French toast with a side of fruit.,N/A
20360,The Bluff,Bluff Benedict,$12.00,"English muffin, poached eggs, hollandaise, with a side of new potatoes. Served with your choice of protein.",N/A
20361,The Bluff,Chicken and Waffles,$13.00,Homemade Belgian waffles with hand breaded chicken and real maple syrup. Served with fresh fruit.,N/A
20362,The Bluff,Shrimp and Grits,$15.00,A Louisiana twist on a Memphis favorite.,N/A
20363,The Bluff,Catfish Acadian,$15.00,"Blackened catfish served over a bed of rice, smothered in shrimp étouffée and wilted spinach.",N/A
20364,The Bluff,Big Bluff Breakfast,$12.00,"3 eggs, choice of 2 sides, with a biscuit.",N/A
20365,The Bluff,The Biscuit Chorus,,"Homemade biscuits filled with your choice of chicken, pork tenderloin, or andouille. Served with homemade sausage pepper gravy and fresh fruit.",N/A
20366,The Bluff,Thibodeaux Fried Chicken,$14.00,"Handmade tenders marinated in Cajun seasoning. Served over a bed of rice, smothered in shrimp étouffée and wilted spinach.",N/A
20367,The Bluff,Pork Tenderloin,$14.00,Over delta grind grits with Cajun cream and wilted spinach.,N/A
20368,The Bluff,Waffle and Fruit,$7.00,,N/A
20369,The Bluff,2 Eggs,$3.00,,N/A
20370,The Bluff,2 Pieces of Bacon,$3.00,,N/A
20371,The Bluff,Fruit,$3.00,,N/A
20372,The Bluff,Delta Grind Grits,$3.00,,N/A
20373,The Bluff,New Potatoes,$3.00,,N/A
20374,The Bluff,Muffin ,$3.00,,N/A
20375,The Bluff,Biscuit,$3.00,,N/A
20376,The Bluff,Abby-Gator Bites,$12.00,"Fresh alligator, breaded and fried.",N/A
20377,The Bluff,Boudin Balls,$10.00,House-made with fresh boudin.,N/A
20378,The Bluff,Fried Pickles,$8.00,Handmade and served with creole ranch.,N/A
20379,The Bluff,Fried Green Tomatoes,$8.00,Very awesome good.,N/A
20380,The Bluff,Cheese Sticks,$8.00,Every bar has'em but ours are delicious.,N/A
20381,The Bluff,Crack Dip,$8.00,"Blend of cream cheese, sausage and rotel.",N/A
20382,The Bluff,A Dozen Shrimp,$14.00,Grilled or fried with BBQ butter.,N/A
20383,The Bluff,Thibonacheauxs,$10.00,"Crawfish, andouille, pepperjack, and remoulade, over house-made potato chips.",N/A
20384,The Bluff,Onion Rings,$8.00,Handmade and served with creole ranch.,N/A
20385,The Bluff,Cheese Fries,$7.00,Hand-cut fries topped with cheese. Substitute crack for an extra charge.,N/A
20386,The Bluff,Crack Dip Fries,$15.00,Our delicious house made crack dip spread over fresh cut French fries.,N/A
20387,The Bluff,Crawfish Tails,$12.00,Fried louisiana tails with remoulade.,N/A
20388,The Bluff,Wings,$10.00,"Choose from hot, honey hot, honey gold, BBQ, Cajun wet, or Cajun dry.",N/A
20389,The Bluff,The Breaux Bridge Salad,$12.00,"Grilled shrimp, romaine, mushrooms, bell pepper, cheese, croutons, remoulade and tomato.",N/A
20390,The Bluff,Terre Poulet,$10.00,"Grilled chicken, romaine, mushrooms, bell pepper, cheese, croutons, remoulade and tomato.",N/A
20391,The Bluff,Side Salad,$5.00,"Romaine, cheese, tomato, and croutons.",N/A
20392,The Bluff,Chicken and Sausage Gumbo,,Made fresh daily with rice.,N/A
20393,The Bluff,Shrimp Etouffee,,Creole-style over rice.,N/A
20394,The Bluff,Bluff's Signature Poboy,$10.00,"Classic New Orleans -style dressing with lettuce, tomato, pickle, and mayo. Choice of protein. ",N/A
20395,The Bluff,The Bayou Burger,$14.00,"Andouille, grilled onions, Pepper Jack and BBQ sauce.",N/A
20396,The Bluff,The Babineaux Burger,$14.00,"Pepper jack, bacon, fried onion, remoulade.",N/A
20397,The Bluff,The Boudreaux Burger ,$14.00,"Mushrooms, bacon, and Swiss cheese.",N/A
20398,The Bluff,The Classic Burger,$12.00,"Lettuce, tomato, pickle, and onion.",N/A
20399,The Bluff,Catfish,$15.00,A platter of Mississippi farm-raised goodness.,N/A
20400,The Bluff,Shrimp,$16.00,Fresh gulf shrimp breaded and perfectly fried.,N/A
20401,The Bluff,Oysters,$16.00,Fresh oysters breaded and perfectly fried.,N/A
20402,The Bluff,Crawfish,$15.00,Louisiana tails breaded and perfectly fried.,N/A
20403,The Bluff,Chicken Tenders,$12.00,"Hand-breaded, your choice of sauce.",N/A
20404,The Bluff,Hamburger Steak,$14.00,1/2 lb. cooked to order with onion and mushrooms.,N/A
20405,The Bluff,Pork Tenderloin,$12.00,Kevo's roasted pork tenderloin cooked fresh daily.,N/A
20406,The Bluff,1/2 Poboy Lunch Special,$9.00,Served with a choice of side. Includes drink. Upgrade a side for an extra charge.,N/A
20407,The Bluff,Plate Lunch Special,$9.00,"Includes 1 meat, 2 sides, 1 roll, and a drink.",N/A
20408,The Bluff,Kevo's Jameson Bread Pudding,$3.00,,N/A
20409,The Bluff,House Made Bread Pudding,$6.00,,N/A
20410,Agavos Cocina & Tequila,Agavo Skillet,$9.50,"Sky surf and turf combination of flavorful grilled chicken. Grilled shrimp, grilled beef, and chorizo, topped with creamy white cheese served on a warm skillet with tortillas and pico de gallo.",N/A
20411,Agavos Cocina & Tequila,Ceviche de la Casa,$8.00,"Diced tilapia marinade with citrus juice, tomato onionand cilantro, topped with fresh avocado, served with tostadas.",N/A
20412,Agavos Cocina & Tequila,Guacamole at Your Side,$10.00,"Fresh avocado, mixed with tomato, onion, cilantro, citrus, juice, and kosher salt, topped with fresh jalapeño, served with homemade tortilla chips.
                    ",N/A
20413,Agavos Cocina & Tequila,Mid-South Dip,$7.00,A mixture of yellow and white cheese with seasoned ground beef and homemade tomato sauce.,N/A
20414,Agavos Cocina & Tequila,Guacamole,,"From the kitchen to you. Fresh avocado, tomato, onion, cilantro, citrus, juice and kosher salt.",N/A
20415,Agavos Cocina & Tequila,Alitas,$8.50,"Extremely delicious chicken wings served with celery and ranch dipping, Flavors: hot, mild, sweet and sour, habanero, BBQ and Buffalo.",N/A
20416,Agavos Cocina & Tequila,Stuffed Jalapeno,,"8 stuffed jalapenos filled with cream cheese, served with cilantro dressing.",N/A
20417,Agavos Cocina & Tequila,Small Cheese Dip,$4.00,,N/A
20418,Agavos Cocina & Tequila,Bacon Wrapped Shrimps,,"6 jumbo shrimps filled with fresh cheese and jalapenos, wrapped with delicious bacon.",N/A
20419,Agavos Cocina & Tequila,Large Cheese Dip,$7.50,,N/A
20420,Agavos Cocina & Tequila,Ensalada Santa Fe,$6.50,"Mix of black beans, yellow corn, tomato, red bell pepper, cilantro and purple onions. Choose from ranch, chipotle, cilantro dressing, or creamy avocado dressing.",N/A
20421,Agavos Cocina & Tequila,Chicken Tortilla Soup,,"Homestyle chicken soup made with rotisserie chicken, topped with tortilla strips, onions, cilantro, sour cream, and queso fresco.",N/A
20422,Agavos Cocina & Tequila,Avocado Bacon Cheese Salad,$8.00,"All meat grilled chicken breast, lettuce, slices of tomato, purple, onion, avocado, and crunchy tortilla chip and bacon, served with ranch chipotle or cilantro dressing.",N/A
20423,Agavos Cocina & Tequila,1 Taco,$3.00,Served on soft corn or flour tortillas with a side of our homemade salsa.,N/A
20424,Agavos Cocina & Tequila,Carnitas Gorditas,$4.50,"Served with salsa verde o salsa Roja, choose 3 toppings.",N/A
20425,Agavos Cocina & Tequila,3 Tacos,$8.00,Served on soft corn or flour tortillas with a side of our homemade salsa.,N/A
20426,Agavos Cocina & Tequila,Pollo Tinga Gorditas,$4.50,"Served with salsa verde o salsa Roja, choose 3 toppings.",N/A
20427,Agavos Cocina & Tequila,Tilapia Tacos,$9.00,"Order of 3 homemade fried tilapia tacos, served on soft white corn tortilla, topped with cabbage and unique chipotle dressing.",N/A
20428,Agavos Cocina & Tequila,Chicharron Gorditas,$4.50,"Served with salsa verde o salsa Roja, choose 3 toppings.",N/A
20429,Agavos Cocina & Tequila,Asada Gorditas,$4.50,"Served with salsa verde o salsa Roja, choose 3 toppings.",N/A
20430,Agavos Cocina & Tequila,Cactus of 3 Salsas,$2.00,"Introducing the best traditional salsas in town to accompany each of our dishes.
                    ",N/A
20431,Agavos Cocina & Tequila,Steak Fajita Nachos,$9.50,"Crispy nachos topped with flavorful steak, grilled fajita, onions, mushrooms, and bell peppers, diced tomato, cheese sauce, and sour cream.",N/A
20432,Agavos Cocina & Tequila,Enchiladas El Puerto,$9.00,4 grilled chicken enchiladas cover with cheese and green sauce garnish with sour cream.,N/A
20433,Agavos Cocina & Tequila,Chicken Fajita Nachos,$9.50,"Crispy nachos topped with flavorful chicken, grilled fajita, onions, mushrooms and bell peppers, diced tomato, cheese sauce, and sour cream.",N/A
20434,Agavos Cocina & Tequila,Taco Pirata Grilled Steak,$8.99,"Tasty flour tortilla stuffed with cheese and grilled steak, side pico de gallo and salsa and 2 sides.",N/A
20435,Agavos Cocina & Tequila,Combo Fajita Nachos,$11.50,"Crispy nachos topped with flavorful steak and chicken, grilled fajita, onions, mushrooms and bell peppers, diced tomato, cheese sauce and sour cream.",N/A
20436,Agavos Cocina & Tequila,Taco Pirata Grilled Shrimp,$8.99,"Tasty flour tortilla stuffed with cheese and grilled shrimp, side pico de gallo and salsa and 2 sides.",N/A
20437,Agavos Cocina & Tequila,Grilled Steak Burrito,$9.00,"A soft flour tortilla with flavorful steak mixed with peppers, onions and cheese sauce, topped with lettuce and diced tomato, with your choice of fried beans or rice.",N/A
20438,Agavos Cocina & Tequila,Taco Pirata Just Cheese,$7.99,"Tasty flour tortilla stuffed with cheese, side pico de gallo and salsa and 2 sides.",N/A
20439,Agavos Cocina & Tequila,Grilled Chicken Burrito,$9.00,"A soft flour tortilla with flavorful chicken mixed with peppers, onions, and cheese sauce, topped with lettuce and diced tomato, with your choice of fried beans or rice.",N/A
20440,Agavos Cocina & Tequila,Steak Fajita Specialty,$13.50,"Flavor steak grilled fajita, onion, tomato, mushroomsand bell peppers with lettuce, pico de gallo, sour creamand order of tortillas.",N/A
20441,Agavos Cocina & Tequila,Carnitas de Cerdo Specialty,$11.50,"Tasty, crispy pork carnitas with lettuce, pico de gallo, sour cream and order of tortillas.",N/A
20442,Agavos Cocina & Tequila,Chicken Fajita Specialty,$13.50,"Flavor chicken grilled fajita, onion, tomato, mushroomsand bell peppers with lettuce, pico de gallo, sour creamand order of tortillas.",N/A
20443,Agavos Cocina & Tequila,Chicken Kabob Specialty,$11.00,"Includes mushroom, redand green bell pepper, with onions.",N/A
20444,Agavos Cocina & Tequila,Camarones al Tequila-Limon Specialty,$14.50,"Jumbo shrimps with authentic tequila-lime sauce, served with rice and a side of your choice of with lettuce, pico de gallo, sour cream and order of tortillas.",N/A
20445,Agavos Cocina & Tequila,Beef Kabob Specialty,$11.00,"Includes mushroom, redand green bell pepper, with onions.",N/A
20446,Agavos Cocina & Tequila,Hasselback Chicken Specialty,$10.50,Exquisite boneless chicken breast topped with Muenster creamy cheese and spinach.,N/A
20447,Agavos Cocina & Tequila,Shrimp Kabob Specialty,$11.00,"Includes mushroom, redand green bell pepper, with onions.",N/A
20448,Agavos Cocina & Tequila,Tamales al Horno Specialty,$8.50,Exquisite baked tamales dipped in traditional red salsa topped with sour cream and 4 Mexican cheese.,N/A
20449,Agavos Cocina & Tequila,Mix Kabobs Specialty,$13.00,"Includes mushroom, red and green bell pepper with onions, steak, chickenand shrimp.",N/A
20450,Agavos Cocina & Tequila,Agavo Burger,$9.50,"Out of this world burger, combination of ground beef with Mexican chorizo, sauteed onions, fried jalapeno and bacon, with a unique chipotle mayonnaise.",N/A
20451,Agavos Cocina & Tequila,Fajita with Spaghetti Specialty,$11.00,"Spaghetti with a flavorful sauce of your choice: marinara, creamy green, or 4 cheese, topped with grilled chicken or steak, tricolor peppers, onions accompanied with garlic bread.",N/A
20452,Agavos Cocina & Tequila,Kids Chicken Nuggets,$4.75,,N/A
20453,Agavos Cocina & Tequila,Kids Wings,$4.75,"Include 3 sauces: marinara, creamy green, 4 cheeses.",N/A
20454,Agavos Cocina & Tequila,Kids Cheese Pizza,$4.75,,N/A
20455,Agavos Cocina & Tequila,Kids Steak Quesadilla,$5.75,Flour tortilla filled with cheese and grilled steak.,N/A
20456,Agavos Cocina & Tequila,Kids Pepperoni Pizza,$4.75,,N/A
20457,Agavos Cocina & Tequila,Kids Chicken Quesadilla,$6.75,Flour tortilla filled with cheese and chicken.,N/A
20458,Agavos Cocina & Tequila,Kids Taco,$4.75,Includes 1 taco of your choice.,N/A
20459,Agavos Cocina & Tequila,Rice,$3.50,,N/A
20460,Agavos Cocina & Tequila,Steamed Vegetables,$3.50,Vegetarian.,N/A
20461,Agavos Cocina & Tequila,Fried Beans,$3.50,Vegetarian.,N/A
20462,Agavos Cocina & Tequila,Jalapeno Toreado,$3.50,,N/A
20463,Agavos Cocina & Tequila,Rajas Poblanas,$3.50,Vegetarian.,N/A
20464,Agavos Cocina & Tequila,Fries,$3.50,Vegetarian.,N/A
20465,Agavos Cocina & Tequila,Black Beans,$3.50,Vegetarian.,N/A
20466,Agavos Cocina & Tequila,Mashed Potato,$3.50,Vegetarian.,N/A
20467,Agavos Cocina & Tequila,Brownie,$3.50,Homemade brownie topped with whipped chocolate.,N/A
20468,Agavos Cocina & Tequila,Churros,$4.95,Mexican churros with dulce de leche or chocolate.,N/A
20469,Agavos Cocina & Tequila,Tres Leches,$4.50,An ultra-light cake soaked in a sweet milk mixture and topped with fresh whipped cream and cinnamon.,N/A
20470,Agavos Cocina & Tequila,Cheese Cake,$4.50,,N/A
20471,Soul Nutrition,Almond Crunch Smoothie,$8.00,,N/A
20472,Soul Nutrition,Banana Nut Bread Smoothie,$8.00,,N/A
